 Date,Region, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Unemployed, Estimated Labour Participation Rate (%)
 31-01-2016,Andhra Pradesh, Monthly,17.11,"15,403,662","2,635,567",67.4
 29-02-2016,Andhra Pradesh, Monthly,10.08,"13,879,174","1,399,021",55.92
 31-03-2016,Andhra Pradesh, Monthly,8.74,"14,314,579","1,251,094",56.76
 30-04-2016,Andhra Pradesh, Monthly,3.97,"14,045,983","557,626",52.87
 31-05-2016,Andhra Pradesh, Monthly,5.94,"15,873,974","942,914",60.94
 30-06-2016,Andhra Pradesh, Monthly,3.54,"13,006,747","460,439",48.64
 31-07-2016,Andhra Pradesh, Monthly,4.98,"14,165,099","705,422",53.71
 31-08-2016,Andhra Pradesh, Monthly,3.01,"13,558,769","408,119",50.31
 30-09-2016,Andhra Pradesh, Monthly,8.47,"14,568,750","1,233,973",57.22
 31-10-2016,Andhra Pradesh, Monthly,11.11,"13,709,005","1,523,070",55.38
 30-11-2016,Andhra Pradesh, Monthly,4.87,"13,757,647","669,997",51.88
 31-12-2016,Andhra Pradesh, Monthly,4.07,"13,162,991","535,734",49.17
 31-01-2017,Andhra Pradesh, Monthly,5.86,"14,405,379","844,155",54.77
 28-02-2017,Andhra Pradesh, Monthly,4.83,"12,994,162","627,618",48.82
 31-03-2017,Andhra Pradesh, Monthly,2.78,"13,379,892","371,961",49.15
 30-04-2017,Andhra Pradesh, Monthly,2.75,"13,143,105","361,435",48.22
 31-05-2017,Andhra Pradesh, Monthly,1.7,"13,107,658","222,830",47.52
 30-06-2017,Andhra Pradesh, Monthly,3.76,"12,607,286","474,034",46.64
 31-07-2017,Andhra Pradesh, Monthly,2.51,"12,972,951","325,621",47.32
 31-08-2017,Andhra Pradesh, Monthly,2.49,"12,749,708","317,468",46.45
 30-09-2017,Andhra Pradesh, Monthly,5.91,"13,683,892","808,718",51.61
 31-10-2017,Andhra Pradesh, Monthly,2.96,"12,131,064","359,079",44.31
 30-11-2017,Andhra Pradesh, Monthly,3.19,"13,011,182","415,057",47.59
 31-12-2017,Andhra Pradesh, Monthly,3.45,"13,545,548","467,321",49.62
 31-01-2018,Andhra Pradesh, Monthly,4.79,"13,061,886","625,664",48.46
 28-02-2018,Andhra Pradesh, Monthly,4.38,"12,414,387","543,750",45.82
 31-03-2018,Andhra Pradesh, Monthly,4.17,"12,583,382","524,727",46.29
 30-04-2018,Andhra Pradesh, Monthly,2.8,"12,141,674","339,967",43.99
 31-05-2018,Andhra Pradesh, Monthly,3.64,"12,309,016","448,048",44.93
 30-06-2018,Andhra Pradesh, Monthly,4.78,"11,577,611","553,410",42.72
 31-07-2018,Andhra Pradesh, Monthly,5.26,"12,636,224","664,665",46.82
 31-08-2018,Andhra Pradesh, Monthly,4.03,"12,338,427","497,239",45.07
 30-09-2018,Andhra Pradesh, Monthly,4.06,"12,442,778","505,177",45.42
 31-10-2018,Andhra Pradesh, Monthly,5.74,"10,894,155","625,324",40.43
 30-11-2018,Andhra Pradesh, Monthly,4.67,"12,084,598","564,351",44.3
 31-12-2018,Andhra Pradesh, Monthly,3.9,"12,222,642","476,683",44.39
 31-01-2019,Andhra Pradesh, Monthly,4.67,"12,748,903","595,374",46.63
 28-02-2019,Andhra Pradesh, Monthly,5.75,"10,842,104","623,421",40.07
 31-03-2019,Andhra Pradesh, Monthly,4.96,"11,581,513","574,443",42.4
 30-04-2019,Andhra Pradesh, Monthly,3.56,"12,784,615","455,132",46.07
 31-05-2019,Andhra Pradesh, Monthly,3.65,"11,999,141","437,969",43.24
 30-06-2019,Andhra Pradesh, Monthly,3.05,"11,755,881","358,554",42.05
 31-07-2019,Andhra Pradesh, Monthly,3.75,"12,086,709","453,252",43.5
 31-08-2019,Andhra Pradesh, Monthly,3.32,"12,285,689","407,885",43.97
 30-09-2019,Andhra Pradesh, Monthly,5.17,"12,256,763","633,675",44.68
 31-10-2019,Andhra Pradesh, Monthly,3.52,"12,017,405","423,013",43.01
 30-11-2019,Andhra Pradesh, Monthly,4.12,"11,397,681","469,584",41
 31-12-2019,Andhra Pradesh, Monthly,4.38,"12,528,397","548,744",45.14
 31-01-2020,Andhra Pradesh, Monthly,4.84,"12,016,676","581,607",43.46
 29-02-2020,Andhra Pradesh, Monthly,5.91,"11,723,617","692,866",42.83
 31-03-2020,Andhra Pradesh, Monthly,4.06,"11,359,660","461,202",40.66
 30-04-2020,Andhra Pradesh, Monthly,16.29,"8,792,827","1,432,352",36.03
 31-05-2020,Andhra Pradesh, Monthly,14.46,"9,526,902","1,377,590",38.16
 30-06-2020,Andhra Pradesh, Monthly,2.44,"14,855,579","362,476",52.12
 31-07-2020,Andhra Pradesh, Monthly,7.79,"11,272,862","878,156",41.8
 31-08-2020,Andhra Pradesh, Monthly,5.84,"10,762,372","628,523",39.04
 30-09-2020,Andhra Pradesh, Monthly,5.43,"10,817,388","587,384",39.02
 31-10-2020,Andhra Pradesh, Monthly,6.55,"10,490,186","687,107",38.25
 30-11-2020,Andhra Pradesh, Monthly,4.74,"11,133,820","527,743",39.79
 31-12-2020,Andhra Pradesh, Monthly,6.51,"11,238,274","731,612",40.87
 31-01-2021,Andhra Pradesh, Monthly,2.95,"11,776,946","347,420",41.22
 28-02-2021,Andhra Pradesh, Monthly,3.14,"11,736,108","368,514",41.11
 31-03-2021,Andhra Pradesh, Monthly,5.39,"11,130,399","599,929",39.87
 30-04-2021,Andhra Pradesh, Monthly,3.56,"11,244,637","400,309",39.47
 31-05-2021,Andhra Pradesh, Monthly,13.55,"10,637,083","1,441,325",41.61
 30-06-2021,Andhra Pradesh, Monthly,7.47,"10,810,677","807,558",39.47
 31-07-2021,Andhra Pradesh, Monthly,8.93,"10,873,035","970,962",40.29
 31-08-2021,Andhra Pradesh, Monthly,5.77,"11,524,239","664,949",41.22
 30-09-2021,Andhra Pradesh, Monthly,5.44,"12,234,535","665,559",43.56
 31-10-2021,Andhra Pradesh, Monthly,5.16,"10,862,508","560,505",38.52
 30-11-2021,Andhra Pradesh, Monthly,5.93,"11,105,398","658,550",39.66
 31-12-2021,Andhra Pradesh, Monthly,4.8,"11,985,468","575,302",42.25
 31-01-2022,Andhra Pradesh, Monthly,5.22,"11,027,072","575,613",39
 28-02-2022,Andhra Pradesh, Monthly,7.73,"10,690,914","826,408",38.8
 31-03-2022,Andhra Pradesh, Monthly,9.51,"10,650,675","1,012,879",39.37
 30-04-2022,Andhra Pradesh, Monthly,4.66,"11,323,476","527,674",39.69
 31-01-2016,Assam, Monthly,5.83,"9,830,026","573,091",52.82
 29-02-2016,Assam, Monthly,13.24,"9,574,798","1,267,703",55.74
 31-03-2016,Assam, Monthly,4.15,"8,635,998","358,394",45.42
 30-04-2016,Assam, Monthly,0,"8,571,034",0,43.12
 31-05-2016,Assam, Monthly,3.61,"9,210,479","332,498",47.98
 30-06-2016,Assam, Monthly,10.96,"8,590,588","941,528",48.34
 31-07-2016,Assam, Monthly,13.99,"7,982,526","1,116,755",46.41
 31-08-2016,Assam, Monthly,7.55,"8,925,705","673,891",48.18
 30-09-2016,Assam, Monthly,8.05,"8,776,602","706,516",47.54
 31-10-2016,Assam, Monthly,7.02,"8,138,953","571,355",43.51
 30-11-2016,Assam, Monthly,11.71,"7,942,971","930,122",44.63
 31-12-2016,Assam, Monthly,3.57,"9,483,848","338,573",48.7
 31-01-2017,Assam, Monthly,8.33,"9,275,697","772,666",50
 28-02-2017,Assam, Monthly,6.12,"8,109,924","496,327",42.61
 31-03-2017,Assam, Monthly,7.49,"8,307,468","622,229",44.2
 30-04-2017,Assam, Monthly,2.04,"8,882,399","181,201",44.55
 31-05-2017,Assam, Monthly,13.59,"9,504,191","1,291,620",53.93
 30-06-2017,Assam, Monthly,11.11,"8,530,022","947,685",46.96
 31-07-2017,Assam, Monthly,8.06,"8,601,718","693,298",45.69
 31-08-2017,Assam, Monthly,4.08,"9,013,099","367,734",45.79
 30-09-2017,Assam, Monthly,9,"9,951,581","895,642",53.19
 31-10-2017,Assam, Monthly,8.4,"8,797,514","738,991",46.62
 30-11-2017,Assam, Monthly,9.34,"8,777,803","819,847",46.91
 31-01-2018,Assam, Monthly,7.96,"9,412,069","749,201",49.34
 28-02-2018,Assam, Monthly,8.46,"8,375,373","708,557",44.07
 31-03-2018,Assam, Monthly,5.45,"8,896,631","484,866",45.23
 30-04-2018,Assam, Monthly,1.67,"9,424,228","157,385",45.98
 31-05-2018,Assam, Monthly,6.58,"10,370,592","682,385",53.15
 30-06-2018,Assam, Monthly,7.09,"8,574,707","607,947",44.1
 31-07-2018,Assam, Monthly,7.31,"8,959,786","654,960",46.09
 31-08-2018,Assam, Monthly,1.75,"9,489,645","166,069",45.97
 30-09-2018,Assam, Monthly,11.84,"9,830,039","1,163,877",52.96
 31-10-2018,Assam, Monthly,4.63,"8,488,020","392,995",42.19
 30-11-2018,Assam, Monthly,8.43,"9,358,053","788,884",48.35
 31-12-2018,Assam, Monthly,5.22,"9,539,947","497,985",47.52
 31-01-2019,Assam, Monthly,4.81,"10,830,421","520,943",53.61
 28-02-2019,Assam, Monthly,4.35,"8,694,500","378,211",42.75
 31-03-2019,Assam, Monthly,7.14,"9,356,919","668,084",47.3
 30-04-2019,Assam, Monthly,3.77,"9,720,353","366,457",47.32
 31-05-2019,Assam, Monthly,4.29,"11,749,334","504,046",57.39
 30-06-2019,Assam, Monthly,5.08,"8,923,222","453,300",43.87
 31-07-2019,Assam, Monthly,4.26,"9,911,534","422,231",48.21
 31-08-2019,Assam, Monthly,5.79,"9,292,039","538,009",45.83
 30-09-2019,Assam, Monthly,4.46,"11,468,350","511,488",55.67
 31-10-2019,Assam, Monthly,4.65,"8,395,908","390,410",40.76
 30-11-2019,Assam, Monthly,4.66,"9,625,364","448,542",46.64
 31-01-2020,Assam, Monthly,4.29,"11,420,996","489,961",54.9
 29-02-2020,Assam, Monthly,3.26,"8,462,814","275,888",40.17
 31-03-2020,Assam, Monthly,3.77,"9,878,742","372,429",47.05
 31-05-2020,Assam, Monthly,9.38,"9,926,176","931,075",50
 30-06-2020,Assam, Monthly,0,"7,544,937",0,34.38
 31-07-2020,Assam, Monthly,3.37,"8,676,252","292,390",40.83
 31-08-2020,Assam, Monthly,5,"8,210,150","410,508",39.22
 30-09-2020,Assam, Monthly,0.9,"12,520,100","112,681",57.22
 31-10-2020,Assam, Monthly,2.94,"10,283,710","302,341",47.89
 30-11-2020,Assam, Monthly,4.22,"9,166,357","386,820",43.17
 31-01-2021,Assam, Monthly,1.61,"11,555,536","186,044",52.77
 28-02-2021,Assam, Monthly,1.52,"9,599,029","145,905",43.71
 31-03-2021,Assam, Monthly,1.13,"9,490,941","107,248",42.96
 31-07-2021,Assam, Monthly,1.18,"9,555,120","112,750",42.93
 30-09-2021,Assam, Monthly,3.16,"14,547,917","459,714",66.43
 31-10-2021,Assam, Monthly,3.17,"9,532,098","302,168",43.45
 30-11-2021,Assam, Monthly,4.35,"8,762,417","381,165",40.35
 31-01-2022,Assam, Monthly,8.26,"13,025,475","1,075,904",62.29
 28-02-2022,Assam, Monthly,10.45,"8,617,445","900,523",42.14
 31-03-2022,Assam, Monthly,8.44,"8,358,608","705,467",39.9
 31-01-2016,Bihar, Monthly,3.7,"24,739,780","915,372",41.51
 29-02-2016,Bihar, Monthly,4.52,"26,925,344","1,217,026",45.47
 31-03-2016,Bihar, Monthly,2.29,"23,838,393","545,899",39.25
 30-04-2016,Bihar, Monthly,5.5,"26,452,688","1,454,898",44.94
 31-05-2016,Bihar, Monthly,12.92,"25,169,982","3,251,962",46.3
 30-06-2016,Bihar, Monthly,7.67,"26,974,137","2,068,916",46.7
 31-07-2016,Bihar, Monthly,3.9,"24,305,446","947,912",40.35
 31-08-2016,Bihar, Monthly,12.43,"26,192,565","3,255,736",47.61
 30-09-2016,Bihar, Monthly,14.39,"24,663,044","3,549,012",45.76
 31-10-2016,Bihar, Monthly,6.47,"25,686,600","1,661,923",43.53
 30-11-2016,Bihar, Monthly,6.28,"24,857,505","1,561,051",41.95
 31-12-2016,Bihar, Monthly,4.43,"25,924,646","1,148,462",42.81
 31-01-2017,Bihar, Monthly,4.72,"24,479,462","1,155,431",40.45
 28-02-2017,Bihar, Monthly,3.41,"25,761,779","878,477",41.91
 31-03-2017,Bihar, Monthly,2.48,"24,398,730","605,089",39.23
 30-04-2017,Bihar, Monthly,1.34,"25,060,822","335,815",39.75
 31-05-2017,Bihar, Monthly,2.12,"26,086,226","553,028",41.61
 30-06-2017,Bihar, Monthly,1.69,"26,162,150","442,140",41.46
 31-07-2017,Bihar, Monthly,1.75,"24,448,773","427,854",38.68
 31-08-2017,Bihar, Monthly,3.33,"24,500,483","815,866",39.31
 30-09-2017,Bihar, Monthly,4.81,"24,901,807","1,197,777",40.49
 31-10-2017,Bihar, Monthly,4.86,"25,209,722","1,225,192",40.93
 30-11-2017,Bihar, Monthly,5,"24,835,579","1,241,779",40.29
 31-12-2017,Bihar, Monthly,5.05,"24,834,397","1,254,137",40.23
 31-01-2018,Bihar, Monthly,3.19,"26,320,624","839,628",41.72
 28-02-2018,Bihar, Monthly,6.64,"25,273,112","1,678,135",41.46
 31-03-2018,Bihar, Monthly,9.89,"24,460,810","2,419,174",41.48
 30-04-2018,Bihar, Monthly,7.49,"24,340,228","1,823,083",40.12
 31-05-2018,Bihar, Monthly,4,"25,857,744","1,034,310",40.98
 30-06-2018,Bihar, Monthly,7.03,"24,668,734","1,734,212",40.29
 31-07-2018,Bihar, Monthly,8.92,"23,483,603","2,094,737",39.06
 31-08-2018,Bihar, Monthly,8.73,"23,303,745","2,034,417",38.6
 30-09-2018,Bihar, Monthly,4.59,"25,022,998","1,148,556",39.56
 31-10-2018,Bihar, Monthly,9.25,"23,429,236","2,167,204",38.86
 30-11-2018,Bihar, Monthly,10.75,"22,893,899","2,461,094",38.53
 31-12-2018,Bihar, Monthly,7.51,"22,682,550","1,703,460",36.75
 31-01-2019,Bihar, Monthly,7.52,"24,277,845","1,825,694",39.26
 28-02-2019,Bihar, Monthly,10.89,"23,577,976","2,567,642",39.49
 31-03-2019,Bihar, Monthly,10.99,"23,263,629","2,556,673",38.93
 30-04-2019,Bihar, Monthly,11.22,"22,098,643","2,479,468",36.99
 31-05-2019,Bihar, Monthly,9.27,"24,322,323","2,254,679",39.75
 30-06-2019,Bihar, Monthly,10.2,"24,097,708","2,457,966",39.71
 31-07-2019,Bihar, Monthly,13.44,"23,248,876","3,124,649",39.66
 31-08-2019,Bihar, Monthly,11,"22,260,212","2,448,623",36.85
 30-09-2019,Bihar, Monthly,8.62,"23,991,088","2,068,032",38.6
 31-10-2019,Bihar, Monthly,12.47,"24,053,140","2,999,427",40.31
 30-11-2019,Bihar, Monthly,12.4,"22,445,999","2,783,304",37.51
 31-12-2019,Bihar, Monthly,10.16,"22,914,536","2,328,117",37.25
 31-01-2020,Bihar, Monthly,9.13,"23,409,006","2,137,242",37.54
 29-02-2020,Bihar, Monthly,9.61,"23,168,192","2,226,463",37.28
 31-03-2020,Bihar, Monthly,15.39,"22,667,882","3,488,587",38.88
 30-04-2020,Bihar, Monthly,45.09,"14,645,275","6,603,554",38.63
 31-05-2020,Bihar, Monthly,47.26,"14,050,319","6,640,181",38.5
 30-06-2020,Bihar, Monthly,18.54,"20,855,544","3,866,618",36.92
 31-07-2020,Bihar, Monthly,12.03,"21,962,598","2,642,101",35.92
 31-08-2020,Bihar, Monthly,12.25,"21,029,375","2,576,098",34.41
 30-09-2020,Bihar, Monthly,11.1,"23,885,640","2,651,306",38.49
 31-10-2020,Bihar, Monthly,9.66,"22,619,048","2,185,000",35.79
 30-11-2020,Bihar, Monthly,9.23,"22,910,615","2,114,650",36
 31-12-2020,Bihar, Monthly,11.85,"21,443,715","2,541,080",34.63
 31-01-2021,Bihar, Monthly,9.67,"25,019,470","2,419,383",39.34
 28-02-2021,Bihar, Monthly,11.2,"22,609,883","2,532,307",36.09
 31-03-2021,Bihar, Monthly,14.1,"22,706,548","3,201,623",37.39
 30-04-2021,Bihar, Monthly,10.02,"21,795,163","2,183,875",34.19
 31-05-2021,Bihar, Monthly,13.41,"24,240,457","3,250,645",39.42
 30-06-2021,Bihar, Monthly,10.14,"22,381,007","2,269,434",35
 31-07-2021,Bihar, Monthly,12.38,"22,386,909","2,771,499",35.83
 31-08-2021,Bihar, Monthly,12.76,"21,150,536","2,698,808",33.92
 30-09-2021,Bihar, Monthly,9.01,"23,743,741","2,139,311",36.43
 31-10-2021,Bihar, Monthly,13.72,"21,922,951","3,007,829",35.4
 30-11-2021,Bihar, Monthly,13.95,"21,630,814","3,017,499",34.95
 31-12-2021,Bihar, Monthly,14.91,"21,029,261","3,135,463",34.28
 31-01-2022,Bihar, Monthly,12.82,"22,634,383","2,901,728",35.94
 28-02-2022,Bihar, Monthly,13.45,"21,731,921","2,922,943",34.69
 31-03-2022,Bihar, Monthly,13.95,"21,109,708","2,944,804",33.81
 30-04-2022,Bihar, Monthly,20.55,"21,046,521","4,325,060",36.43
 31-01-2016,Chhattisgarh, Monthly,0.91,"6,042,681","54,988",41.1
 29-02-2016,Chhattisgarh, Monthly,5.26,"6,233,184","327,865",44.26
 31-03-2016,Chhattisgarh, Monthly,0.97,"6,664,130","64,642",45.17
 30-04-2016,Chhattisgarh, Monthly,2.89,"6,196,137","179,068",42.73
 31-05-2016,Chhattisgarh, Monthly,4.29,"6,338,136","271,906",44.25
 30-06-2016,Chhattisgarh, Monthly,1.18,"6,458,159","76,206",43.58
 31-07-2016,Chhattisgarh, Monthly,3.59,"6,917,881","248,352",47.74
 31-08-2016,Chhattisgarh, Monthly,1.71,"6,264,762","107,127",42.31
 30-09-2016,Chhattisgarh, Monthly,8.51,"7,113,859","605,389",51.51
 31-10-2016,Chhattisgarh, Monthly,3.33,"8,298,791","276,350",56.74
 30-11-2016,Chhattisgarh, Monthly,3.09,"7,587,438","234,452",51.64
 31-12-2016,Chhattisgarh, Monthly,3.71,"6,240,718","231,531",42.66
 31-01-2017,Chhattisgarh, Monthly,3.29,"6,380,086","209,905",43.32
 28-02-2017,Chhattisgarh, Monthly,1.75,"7,539,539","131,942",50.29
 31-03-2017,Chhattisgarh, Monthly,2.83,"7,370,766","208,593",49.6
 30-04-2017,Chhattisgarh, Monthly,4.17,"6,514,503","271,655",44.36
 31-05-2017,Chhattisgarh, Monthly,3.86,"6,527,077","251,945",44.2
 30-06-2017,Chhattisgarh, Monthly,1.03,"6,696,222","68,971",43.96
 31-07-2017,Chhattisgarh, Monthly,0.64,"7,365,798","47,141",48.06
 31-08-2017,Chhattisgarh, Monthly,3.25,"6,529,389","212,205",43.66
 30-09-2017,Chhattisgarh, Monthly,4.45,"6,508,360","289,622",43.97
 31-10-2017,Chhattisgarh, Monthly,2.21,"6,942,533","153,430",45.72
 30-11-2017,Chhattisgarh, Monthly,3.01,"7,151,861","215,271",47.39
 31-12-2017,Chhattisgarh, Monthly,1.5,"6,638,490","99,577",43.22
 31-01-2018,Chhattisgarh, Monthly,5.64,"6,398,523","360,877",43.39
 28-02-2018,Chhattisgarh, Monthly,1.63,"6,220,704","101,397",40.38
 31-03-2018,Chhattisgarh, Monthly,2.86,"6,718,999","192,163",44.07
 30-04-2018,Chhattisgarh, Monthly,2.09,"6,162,574","128,798",40.02
 31-05-2018,Chhattisgarh, Monthly,4.45,"5,869,882","261,210",38.97
 30-06-2018,Chhattisgarh, Monthly,1.69,"6,067,913","102,548",39.07
 31-07-2018,Chhattisgarh, Monthly,3.05,"6,423,394","195,914",41.85
 31-08-2018,Chhattisgarh, Monthly,2.78,"6,112,994","169,941",39.63
 30-09-2018,Chhattisgarh, Monthly,23.18,"6,098,401","1,413,609",49.92
 31-10-2018,Chhattisgarh, Monthly,12.52,"6,392,014","800,280",45.85
 30-11-2018,Chhattisgarh, Monthly,5.38,"6,369,071","342,656",42.15
 31-12-2018,Chhattisgarh, Monthly,4.9,"5,983,109","293,172",39.3
 31-01-2019,Chhattisgarh, Monthly,6.81,"6,141,864","418,261",41.08
 28-02-2019,Chhattisgarh, Monthly,6.94,"6,548,608","454,473",43.78
 31-03-2019,Chhattisgarh, Monthly,3.17,"6,808,582","215,832",43.65
 30-04-2019,Chhattisgarh, Monthly,2.99,"6,249,706","186,866",39.9
 31-05-2019,Chhattisgarh, Monthly,9.82,"6,259,019","614,636",42.89
 30-06-2019,Chhattisgarh, Monthly,6.76,"6,608,625","446,743",43.71
 31-07-2019,Chhattisgarh, Monthly,4.54,"6,753,624","306,615",43.53
 31-08-2019,Chhattisgarh, Monthly,4.64,"6,607,694","306,597",42.55
 30-09-2019,Chhattisgarh, Monthly,8.33,"6,490,778","540,682",43.38
 31-10-2019,Chhattisgarh, Monthly,6.96,"7,043,839","490,251",46.28
 30-11-2019,Chhattisgarh, Monthly,2.77,"6,942,930","192,319",43.56
 31-12-2019,Chhattisgarh, Monthly,6.11,"6,569,389","401,390",42.59
 31-01-2020,Chhattisgarh, Monthly,9.89,"6,236,201","616,760",42.03
 29-02-2020,Chhattisgarh, Monthly,7.89,"6,847,173","540,242",45.05
 31-03-2020,Chhattisgarh, Monthly,7.31,"6,894,808","504,010",44.98
 30-04-2020,Chhattisgarh, Monthly,0,"6,534,321",0,39.43
 31-05-2020,Chhattisgarh, Monthly,7.64,"5,454,091","416,693",35.56
 30-06-2020,Chhattisgarh, Monthly,10.27,"5,707,746","586,186",38.22
 31-07-2020,Chhattisgarh, Monthly,12.37,"6,444,882","797,232",44.09
 31-08-2020,Chhattisgarh, Monthly,6.07,"6,893,482","418,434",43.9
 30-09-2020,Chhattisgarh, Monthly,0.86,"6,881,003","59,177",41.43
 31-10-2020,Chhattisgarh, Monthly,6.11,"6,334,070","387,012",40.18
 30-11-2020,Chhattisgarh, Monthly,3.09,"6,536,087","201,965",40.08
 31-12-2020,Chhattisgarh, Monthly,7.84,"6,292,258","493,313",40.48
 31-01-2021,Chhattisgarh, Monthly,6.76,"6,525,591","441,130",41.41
 28-02-2021,Chhattisgarh, Monthly,5.82,"6,586,047","383,308",41.29
 31-03-2021,Chhattisgarh, Monthly,2.46,"6,321,761","155,515",38.18
 30-04-2021,Chhattisgarh, Monthly,3.42,"7,057,826","241,378",42.96
 31-05-2021,Chhattisgarh, Monthly,9.35,"7,019,483","656,322",45.42
 30-06-2021,Chhattisgarh, Monthly,2.32,"7,098,251","164,679",42.54
 31-07-2021,Chhattisgarh, Monthly,3.75,"6,498,464","243,692",39.43
 31-08-2021,Chhattisgarh, Monthly,3.91,"6,538,489","255,655",39.66
 30-09-2021,Chhattisgarh, Monthly,4.38,"6,309,784","276,369",38.37
 31-10-2021,Chhattisgarh, Monthly,3.1,"6,846,724","212,248",41
 30-11-2021,Chhattisgarh, Monthly,1.84,"7,343,137","135,114",43.31
 31-12-2021,Chhattisgarh, Monthly,2.58,"6,822,833","176,029",40.46
 31-01-2022,Chhattisgarh, Monthly,2.84,"6,105,811","173,405",36.22
 28-02-2022,Chhattisgarh, Monthly,1.73,"6,635,456","114,793",38.84
 31-03-2022,Chhattisgarh, Monthly,0.33,"6,890,976","22,740",39.68
 30-04-2022,Chhattisgarh, Monthly,0.73,"6,852,302","50,022",39.54
 31-01-2016,Delhi, Monthly,11.18,"144,325","16,136",42.71
 29-02-2016,Delhi, Monthly,11.11,"139,645","15,515",41.12
 31-03-2016,Delhi, Monthly,27.27,"144,183","39,319",51.64
 30-04-2016,Delhi, Monthly,23.76,"152,488","36,231",51.86
 31-05-2016,Delhi, Monthly,11.72,"142,106","16,655",41.55
 30-06-2016,Delhi, Monthly,7.23,"143,400","10,368",39.71
 31-07-2016,Delhi, Monthly,19.41,"147,909","28,709",46.93
 31-08-2016,Delhi, Monthly,21.11,"136,416","28,797",44.01
 30-09-2016,Delhi, Monthly,14.17,"131,146","18,583",38.71
 31-10-2016,Delhi, Monthly,10.2,"143,028","14,589",40.16
 30-11-2016,Delhi, Monthly,17.99,"152,807","27,490",46.77
 31-12-2016,Delhi, Monthly,17.53,"138,138","24,216",41.85
 31-01-2017,Delhi, Monthly,6.15,"141,804","8,721",37.57
 28-02-2017,Delhi, Monthly,10.67,"125,279","13,367",34.72
 31-03-2017,Delhi, Monthly,2.54,"148,688","3,777",37.6
 30-04-2017,Delhi, Monthly,13.13,"128,418","16,861",36.26
 31-05-2017,Delhi, Monthly,4.51,"143,693","6,481",36.74
 30-06-2017,Delhi, Monthly,5.3,"133,938","7,099",34.37
 31-07-2017,Delhi, Monthly,4.12,"146,744","6,046",37.02
 31-08-2017,Delhi, Monthly,15.94,"138,058","22,006",39.54
 30-09-2017,Delhi, Monthly,3.23,"152,660","4,931",37.8
 31-10-2017,Delhi, Monthly,4.4,"136,457","6,004",34.05
 30-11-2017,Delhi, Monthly,3.49,"161,595","5,640",39.76
 31-12-2017,Delhi, Monthly,3.82,"142,949","5,461",35.12
 31-01-2018,Delhi, Monthly,3.87,"153,021","5,922",37.44
 28-02-2018,Delhi, Monthly,4.44,"144,573","6,419",35.43
 31-03-2018,Delhi, Monthly,4.89,"157,209","7,688",38.53
 30-04-2018,Delhi, Monthly,8.23,"136,151","11,205",34.42
 31-05-2018,Delhi, Monthly,4.22,"155,775","6,574",37.56
 30-06-2018,Delhi, Monthly,6.38,"149,248","9,522",36.65
 31-07-2018,Delhi, Monthly,14.58,"152,907","22,294",40.96
 31-08-2018,Delhi, Monthly,6.94,"138,141","9,587",33.8
 30-09-2018,Delhi, Monthly,5.52,"163,295","9,014",39.18
 31-10-2018,Delhi, Monthly,12.57,"141,566","17,795",36.53
 30-11-2018,Delhi, Monthly,11.44,"157,215","17,985",39.86
 31-12-2018,Delhi, Monthly,9.15,"137,901","12,618",33.92
 31-01-2019,Delhi, Monthly,9.44,"163,568","15,441",40.18
 28-02-2019,Delhi, Monthly,8.33,"153,787","12,810",37.16
 31-03-2019,Delhi, Monthly,10.13,"164,083","16,622",40.25
 30-04-2019,Delhi, Monthly,9.74,"141,714","13,803",34.45
 31-05-2019,Delhi, Monthly,12.56,"169,487","21,288",42.33
 30-06-2019,Delhi, Monthly,9.33,"149,076","13,909",35.74
 31-07-2019,Delhi, Monthly,11.07,"166,605","18,443",40.53
 31-08-2019,Delhi, Monthly,17.18,"135,407","23,263",35.21
 30-09-2019,Delhi, Monthly,12.5,"166,056","20,757",40.68
 31-10-2019,Delhi, Monthly,15.84,"149,511","23,683",37.9
 30-11-2019,Delhi, Monthly,11.11,"178,768","19,861",42.71
 31-12-2019,Delhi, Monthly,16.97,"145,671","24,720",37.08
 31-01-2020,Delhi, Monthly,13.48,"157,791","21,270",38.36
 29-02-2020,Delhi, Monthly,13.81,"147,500","20,370",35.84
 31-03-2020,Delhi, Monthly,15.18,"152,413","23,136",37.45
 30-04-2020,Delhi, Monthly,20.69,"115,487","23,894",30.21
 31-05-2020,Delhi, Monthly,22.76,"129,610","29,499",34.65
 30-06-2020,Delhi, Monthly,21.14,"112,108","23,700",29.22
 31-07-2020,Delhi, Monthly,16.2,"142,944","23,157",34.89
 31-08-2020,Delhi, Monthly,20,"121,757","24,351",30.98
 30-09-2020,Delhi, Monthly,8.7,"144,510","12,572",32.07
 31-10-2020,Delhi, Monthly,9.14,"132,505","12,111",29.41
 30-11-2020,Delhi, Monthly,7.07,"154,829","10,946",33.45
 31-12-2020,Delhi, Monthly,9.93,"138,922","13,795",30.82
 31-01-2021,Delhi, Monthly,10.32,"143,249","14,783",31.76
 28-02-2021,Delhi, Monthly,7.18,"140,722","10,104",30.02
 31-03-2021,Delhi, Monthly,10.95,"153,814","16,843",34.04
 30-04-2021,Delhi, Monthly,14.18,"132,057","18,726",30.18
 31-05-2021,Delhi, Monthly,22.22,"118,925","26,425",29.85
 30-06-2021,Delhi, Monthly,21.31,"113,061","24,093",27.92
